INSTITUTION NAME,AGE,INITIAL HIRE DATE,JOB CATEGORY,EMPLOYEE ANNUAL BASE SALARY,EMPLOYEE HOME DEPARTMENT,PRIMARY WORKING TITLE
FSU,45,"FEB 20, 2023",Assistant Professor,123000.00,"Acct, Fin, Healthcare Adm, and Info",Associate Professor
FSU,51,"JAN 05, 2022",Lecturer,82283.00,School of Nursing,Lecturer/ Assistant Professor of Nursing
FSU,49,"AUG 09, 2010",Associate Professor,73866.00,Psychology,Associate Professor
FSU,45,"JAN 24, 2017",Assistant Professor,67896.00,"Intel Stud, Geo Sci, Pol Sci, & His",Assistant Professor
FSU,52,"AUG 16, 2006",Professor,69525.00,"Eng: Lit,Teach, Pre-Law & Crea & Pr",Professor
FSU,43,"AUG 05, 2022",Associate Professor,124000.00,Department of GPSB,Asst. Professor
FSU,71,"AUG 14, 2002",Professor,78552.00,"Chemistry, Physics, and Materials S",Professor
FSU,44,"AUG 13, 2008",Professor,75626.00,"Eng: Lit,Teach, Pre-Law & Crea & Pr",Professor
FSU,69,"AUG 05, 2022",Associate Professor,75000.00,Biological & Forensic Sciences,Associate Professor
FSU,55,"AUG 14, 2013",Associate Professor,72444.84,Dept of Performing & Fine Arts,Associate Professor
FSU,43,"AUG 10, 2015",Associate Professor,71720.00,Psychology,Associate Professor
FSU,56,"AUG 14, 2002",Associate Professor,70851.00,Psychology,Associate Professor
FSU,59,"AUG 05, 2005",Associate Professor,70027.00,"Intel Stud, Geo Sci, Pol Sci, & His",Associate Professor
FSU,55,"AUG 15, 2005",Professor,73976.00,Math and Computer Sciences,Professor
FSU,51,"AUG 20, 2004",Assistant Professor,73899.00,Biological & Forensic Sciences,Adjunct Assistant Professor
FSU,37,"OCT 01, 2010",Lecturer,58348.00,Dept of Performing & Fine Arts,Adjunct Asst Professor
FSU,67,"AUG 14, 2002",Professor,94721.00,"Eng: Lit,Teach, Pre-Law & Crea & Pr",Professor
FSU,30,"JAN 10, 2022",Assistant Professor,57960.00,"Intel Stud, Geo Sci, Pol Sci, & His",Assistant Professor
FSU,71,"AUG 10, 2011",Professor,106618.00,School of Social Work,Associate Professor
FSU,68,"AUG 13, 2003",Professor,109749.00,Educational Leadership & School Adm,Assistant Professor
FSU,37,"AUG 08, 2016",Assistant Professor,71079.00,Psychology,Assistant Professor
FSU,59,"AUG 15, 2007",Associate Professor,73814.00,School of Social Work,Associate Professor
FSU,52,"AUG 28, 2006",Professor,96694.00,Math and Computer Sciences,Professor
FSU,49,"AUG 13, 2018",Associate Professor,120940.00,"Mangement, Marketing & Entre & Fire", Associate Professor
FSU,33,"AUG 07, 2017",Assistant Professor,91235.00,Math and Computer Sciences,Instructor/Assistant Professor
FSU,61,"AUG 13, 2003",Assistant Professor,105060.00,"Acct, Fin, Healthcare Adm, and Info",Assistant Professor
FSU,71,"JAN 03, 2002",Professor,81818.00,Math and Computer Sciences,Professor
FSU,60,"AUG 07, 2017",Assistant Professor,65774.00,Biological & Forensic Sciences,Assistant Professor
FSU,65,"AUG 12, 1992",Professor,86599.00,Math and Computer Sciences,Professor
FSU,57,"AUG 15, 2007",Professor,70848.00,"Communication, Language & Cultures",Professor
FSU,68,"AUG 31, 1990",Associate Professor,80441.00,Math and Computer Sciences,Associate Professor
FSU,58,"AUG 15, 2007",Professor,77151.00,Biological & Forensic Sciences,Professor
NCA&T,31,"JUL 13, 2021",Assistant Professor,96255.00,Computer Science,Assistant Professor
NCA&T,61,"AUG 14, 2000",Professor,99204.00,Civil Architect & Environ Engineer,Professor
NCA&T,36,"JAN 22, 2020",Assistant Professor,71079.00,Counseling,Professor
NCA&T,38,"AUG 12, 2022",Assistant Professor,71000.00,Economics,Clinical Assistant Professor
NCA&T,70,"JAN 03, 1994",Professor,103493.00,Chemical Biological & Bioengineerin,Professor
NCA&T,61,"AUG 09, 2004",Associate Professor,73715.00,Kinesiology,Associate Professor
NCA&T,52,"AUG 16, 2006",Assistant Professor,81326.00,Mechanical Engineering,Assistant Professor of Instruction
NCA&T,38,"AUG 13, 2021",Assistant Professor,97290.00,Computer Systems Technology,Assistant Professor
NCA&T,40,"AUG 13, 2021",Assistant Professor,91080.00,Electrical & Computer Engineering,Associate Professor
NCA&T,48,"AUG 16, 2019",Assistant Professor,71610.00,Sociology & Social Work,Assistant Professor
NCA&T,62,"AUG 14, 1992",Assistant Professor,97996.00,Industrial & Systems Engineering,Adjunct Assistant Professor/Assistant to the Dean
NCA&T,34,"JAN 06, 2021",Assistant Professor,85931.00,Industrial & Systems Engineering,Assistant Professor of Industrial and Systems Engineering
NCA&T,41,"MAY 18, 2009",Associate Professor,81000.00,Leadership Studies & Adult Ed,Associate Professor
NCA&T,42,"AUG 11, 2017",Assistant Professor,82643.00,JSNN: Nanoengineering,Assistant Professor
NCA&T,68,"AUG 09, 2004",Associate Professor,124446.00,Business Info Systems & Analytics,Associate Professor
NCA&T,45,"AUG 11, 2017",Associate Professor,75301.00,Animal Sciences,Assistant Professor 9/10
NCA&T,47,"AUG 31, 2012",Professor,103921.00,Computer Science,Associate Professor
NCA&T,45,"AUG 11, 2010",Associate Professor,115782.00,JSNN: Nanoengineering,Associate Professor
NCA&T,41,"JAN 07, 2015",Associate Professor,69517.00,History and Political Science,Associate Professor
NCA&T,40,"AUG 11, 2017",Assistant Professor,78280.00,Natural Resources & Environ Design,Assistant Professor - CBBE
NCA&T,43,"AUG 16, 2013",Associate Professor,96440.00,Economics,Associate Professor
NCA&T,46,"JAN 03, 2018",Assistant Professor,90174.00,Mechanical Engineering,Assistant Professor
NCA&T,44,"AUG 10, 2018",Assistant Professor,92296.00,Chemical Biological & Bioengineerin,Assistant Professor
NCA&T,51,"AUG 21, 2006",Professor,86992.00,History and Political Science,Professor and Director of the University Galleries
NCA&T,43,"AUG 10, 2018",Assistant Professor,75322.00,Chemistry,Professor
NCA&T,68,"AUG 11, 1995",Professor,76042.00,Chemistry,Professor
NCA&T,44,"JAN 09, 2013",Assistant Professor,65774.00,Family and Consumer Sciences,Assistant Professor
NCA&T,50,"AUG 11, 2010",Professor,98115.85,Chemical Biological & Bioengineerin,Professor
NCA&T,35,"AUG 10, 2018",Assistant Professor,77444.00,Natural Resources & Environ Design,Assistant Professor
NCA&T,35,"AUG 14, 2020",Assistant Professor,130488.00,Accounting and Finance,Associate Professor
NCA&T,70,"AUG 16, 1993",Professor,104019.00,Physics,Professor
NCA&T,57,"AUG 11, 2017",Associate Professor,122977.00,Management,Associate Professor
NCA&T,53,"AUG 11, 2010",Assistant Professor,73200.00,Department of Built Environment,Assistant Professor
NCA&T,43,"JAN 09, 2019",Assistant Professor,89114.00,Electrical & Computer Engineering,Assistant Professor
NCA&T,58,"JAN 09, 2019",Lecturer,68500.00,Computer Systems Technology,Professor
NCA&T,61,"AUG 11, 2003",Assistant Professor,52909.00,Visual and Performing Arts,Assistant Professor
NCA&T,67,"AUG 11, 1995",Professor,82592.00,Liberal Studies Department,Professor
NCA&T,49,"AUG 16, 2013",Professor,105799.00,Counseling,Associate Professor
NCA&T,34,"JAN 04, 2023",Assistant Professor,67000.00,Psychology,Assistant Professor
NCA&T,57,"AUG 15, 1997",Professor,90014.00,Computer Systems Technology,Professor
NCA&T,58,"JAN 03, 2001",Associate Professor,91443.00,Computer Science,Associate Professor
NCA&T,44,"AUG 10, 2018",Assistant Professor,64713.00,English,Assistant Professor
NCA&T,47,"SEP 19, 2006",Assistant Professor,75322.00,Computer Systems Technology,Assistant Professor
NCA&T,46,"AUG 14, 2020",Assistant Professor,70018.00,Educator Preparation,Assistant Professor
NCA&T,54,"AUG 14, 2000",Professor,115085.00,Economics,Professor
NCA&T,54,"AUG 13, 2021",Assistant Professor,71415.00,Admin and Instructional Services,Associate Professor
NCA&T,50,"AUG 14, 2000",Associate Professor,72070.00,Mathematics,Associate Professor
NCA&T,59,"AUG 14, 2020",Assistant Professor,76383.00,Natural Resources & Environ Design,Assistant Professor
NCA&T,40,"AUG 14, 2020",Associate Professor,77444.00,Biology,Associate Professor
NCA&T,60,"AUG 13, 2001",Assistant Professor,72251.00,Computer Science,Assistant Professor
NCA&T,55,"AUG 11, 2010",Associate Professor,73064.00,Visual and Performing Arts,Associate Professor
NCA&T,50,"AUG 11, 2005",Professor,81742.15,Educator Preparation,Interim Director of International Affairs/Professor
NCA&T,44,"JUL 01, 2019",Professor,144279.00,Management,Professor
NCA&T,41,"SEP 17, 2018",Assistant Professor,88053.00,Chemical Biological & Bioengineerin,Assistant Professor
NCA&T,53,"FEB 01, 2010",Associate Professor,103621.00,Cntr of Excellence-Post Harvest Tec,Research Assoc Professor
NCA&T,67,"AUG 14, 1992",Professor,76019.00,Mathematics,Professor
NCA&T,33,"JAN 03, 2023",Assistant Professor,88000.00,Industrial & Systems Engineering,Professor
NCA&T,58,"AUG 16, 2019",Assistant Professor,132609.00,Accounting and Finance,Associate Professor
NCA&T,42,"AUG 10, 2018",Assistant Professor,116696.00,Management,Assistant Professor
NCA&T,47,"AUG 12, 2022",Assistant Professor,112500.00,Business Info Systems & Analytics,Asst Professor
NCA&T,37,"JAN 04, 2023",Assistant Professor,82000.00,Civil Architect & Environ Engineer,Professor
NCA&T,49,"JAN 03, 2018",Assistant Professor,69651.00,Family and Consumer Sciences,Assistant Professor
NCA&T,63,"AUG 11, 1995",Professor,87425.00,Mathematics,Professor
NCA&T,51,"OCT 01, 1998",Associate Professor,81915.00,Graphic Design Technology,Associate Professor
NCA&T,41,"JAN 06, 2021",Assistant Professor,73731.00,Animal Sciences,Assistant Professor
NCA&T,47,"AUG 12, 2016",Associate Professor,70705.56,Family and Consumer Sciences,Assistant Professor
NCA&T,35,"AUG 13, 2021",Assistant Professor,130000.00,Accounting and Finance,Assistant Professor 9/10
NCA&T,45,"JAN 04, 2017",Associate Professor,88930.88,Kinesiology,Assistant Professor
NCA&T,41,"AUG 13, 2021",Assistant Professor,70380.00,School of Nursing,Assistant Professor
NCA&T,69,"AUG 17, 1988",Associate Professor,73540.00,Biology,Associate Professor
NCA&T,52,"JAN 05, 2022",Associate Professor,78660.00,History and Political Science,Associate Professor/Interim Chair
NCA&T,55,"AUG 13, 2008",Associate Professor,75413.00,Counseling,Associate Professor
NCA&T,73,"AUG 11, 2005",Associate Professor,124739.00,Marketing & Supply Chain Management,Associate Professor
NCA&T,55,"AUG 12, 1994",Professor,78150.00,Mathematics,Professor
NCA&T,67,"MAY 01, 2017",Professor,118818.00,Leadership Studies & Adult Ed,Associate Professor
NCA&T,49,"JAN 04, 2011",Associate Professor,69593.00,Liberal Studies Department,Associate Professor
NCA&T,41,"AUG 13, 2021",Associate Professor,119025.00,Business Info Systems & Analytics,Professor
NCA&T,71,"AUG 12, 2002",Associate Professor,34756.50,Kinesiology,Associate Professor
NCA&T,54,"AUG 11, 2005",Professor,106619.00,Industrial & Systems Engineering,Professor
NCA&T,43,"AUG 14, 2017",Assistant Professor,128366.00,Accounting and Finance,Assistant Professor
NCA&T,64,"AUG 09, 2004",Assistant Professor,61769.00,Mathematics,Visiting Asst Professor
NCA&T,38,"AUG 16, 2019",Assistant Professor,82218.00,JSNN: Nanoengineering,Assistant Professor
NCA&T,36,"SEP 25, 2017",Associate Professor,80467.00,Department of Built Environment,Assistant Professor
NCA&T,39,"AUG 10, 2012",Associate Professor,68454.00,Mathematics,Associate Professor
NCA&T,48,"AUG 09, 2004",Professor,183531.00,Industrial & Systems Engineering,University Distinguished Professor/Director of CEPDAM
NCA&T,60,"SEP 17, 1997",Lecturer,59940.00,Liberal Studies Department,"Teaching Assistant Professor, Cultural Studies"
NCA&T,48,"JAN 01, 2013",Associate Professor,71904.00,Family and Consumer Sciences,Associate Professor
NCA&T,68,"AUG 10, 1998",Professor,113091.00,Electrical & Computer Engineering,Professor
NCA&T,41,"AUG 12, 2016",Associate Professor,77313.00,Chemistry,Associate Professor
NCA&T,52,"AUG 12, 2002",Associate Professor,96969.00,Electrical & Computer Engineering,Associate Professor
NCA&T,54,"AUG 13, 2008",Associate Professor,105256.00,Business Info Systems & Analytics,Associate Professor
NCA&T,41,"AUG 12, 2011",Associate Professor,98341.00,Economics,Associate Professor
NCA&T,46,"JAN 09, 2019",Associate Professor,81687.00,Counseling,Associate Professor
NCA&T,41,"JAN 06, 2016",Associate Professor,74945.00,Counseling,Associate Professor
NCA&T,67,"AUG 16, 1990",Associate Professor,83608.00,Mechanical Engineering,Associate Professor
NCA&T,68,"AUG 12, 2011",Associate Professor,128678.00,Management,Associate Professor
NCA&T,63,"AUG 09, 2004",Professor,84579.00,Mathematics,Professor
NCA&T,56,"AUG 16, 2006",Professor,126460.00,Economics,Professor
NCA&T,69,"SEP 01, 1989",Professor,90664.00,Agribusiness Econ Agriscience,Professor
NCA&T,36,"OCT 29, 2012",Assistant Professor,61531.00,Animal Sciences,Professor
NCA&T,47,"AUG 16, 2019",Assistant Professor,75322.00,Mathematics,Assistant Professor
NCA&T,68,"JAN 06, 2012",Associate Professor,72285.00,Kinesiology,Associate Professor
NCA&T,69,"SEP 01, 1999",Associate Professor,72308.00,Chemistry,Teaching Associate Professor
NCA&T,46,"SEP 01, 2001",Professor,110134.00,Agribusiness Econ Agriscience,Associate Professor
NCA&T,75,"JAN 04, 1993",Associate Professor,50986.00,Computer Science,Associate Professor
NCA&T,33,"AUG 13, 2021",Assistant Professor,71933.00,Animal Sciences,Assistant Professor 9/10
NCA&T,43,"AUG 16, 2013",Associate Professor,75510.00,Counseling,Associate Professor
NCA&T,53,"AUG 10, 2018",Assistant Professor,70018.00,Kinesiology,Assistant Professor
NCA&T,53,"AUG 14, 2015",Associate Professor,78166.00,Animal Sciences,Assistant Professor
NCA&T,57,"AUG 15, 2007",Professor,87402.00,Agribusiness Econ Agriscience,Professor
NCA&T,48,"AUG 13, 2021",Professor,124200.00,History and Political Science,Henry Frye Distinguished Professor
NCA&T,45,"AUG 13, 2021",Assistant Professor,70380.00,Psychology,Associate Professor
NCA&T,65,"JUL 01, 2022",Professor,125000.00,College of Ag & Environ Sciences,BCBS NC CAES Urban Food Systems Endowed Professor
NCA&T,59,"SEP 01, 2017",Professor,92678.00,Chemistry,Professor
NCA&T,64,"AUG 13, 2008",Assistant Professor,78668.00,School of Nursing,Clinical Assistant Professor
NCA&T,50,"AUG 01, 1996",Associate Professor,99303.00,Management,Associate Professor
NCA&T,75,"AUG 15, 1990",Professor,69543.00,History and Political Science,Professor
NCA&T,63,"AUG 16, 2019",Assistant Professor,83279.00,School of Nursing,Assistant Professor
NCA&T,63,"AUG 16, 1996",Associate Professor,71284.00,Psychology,Associate Professor
NCA&T,44,"JAN 03, 2008",Professor,72814.00,Liberal Studies Department,Professor
NCA&T,36,"AUG 12, 2022",Assistant Professor,73000.00,Chemistry,Assistant Professor Biochemist
NCA&T,52,"AUG 09, 2004",Associate Professor,74076.00,Chemistry,Associate Professor
NCA&T,47,"JAN 07, 2002",Associate Professor,72579.00,Kinesiology,Associate Professor
NCA&T,38,"AUG 12, 2022",Assistant Professor,90000.00,Electrical & Computer Engineering,Professor
NCA&T,35,"AUG 12, 2022",Associate Professor,110000.00,Management,Associate Professor
NCA&T,71,"JAN 02, 2002",Professor,90815.00,Physics,Professor / Interim Chair
NCA&T,59,"JAN 03, 2008",Associate Professor,98437.00,Management,Associate Professor
NCA&T,50,"AUG 10, 2018",Assistant Professor,71610.00,Psychology,Assistant Professor
NCA&T,59,"AUG 11, 1995",Associate Professor,68170.00,Mathematics,Associate Professor
NCA&T,41,"AUG 16, 2019",Associate Professor,109801.00,Computational Science & Engineering,Associate Professor
NCA&T,33,"AUG 16, 2019",Assistant Professor,66835.00,Sociology & Social Work,Associate Professor
NCA&T,84,"JAN 10, 1973",Associate Professor,88486.00,Chemistry,Associate Professor
NCA&T,52,"JAN 01, 2000",Professor,96469.00,Electrical & Computer Engineering,Associate Professor
NCA&T,29,"AUG 13, 2021",Assistant Professor,89010.00,Economics,Associate Professor
NCA&T,74,"AUG 01, 1994",Assistant Professor,56293.00,Psychology,Assistant Professor
NCA&T,67,"AUG 16, 1991",Professor,101644.00,Civil Architect & Environ Engineer,Professor
NCA&T,53,"AUG 12, 2009",Associate Professor,74353.00,Biology,Assistant Professor
NCA&T,46,"AUG 13, 2021",Assistant Professor,80730.00,School of Nursing,Assistant Professor-Clinical-Maternity
NCA&T,48,"AUG 09, 2004",Associate Professor,70492.00,English,Assistant Professor
NCA&T,48,"JAN 06, 2012",Associate Professor,75698.00,Biology,Associate Professor
NCA&T,43,"MAR 01, 2007",Assistant Professor,72267.00,Natural Resources & Environ Design,Assistant Professor
NCA&T,48,"JAN 04, 2017",Associate Professor,87954.87,Department of Built Environment,Assistant Professor 9/10
NCA&T,43,"AUG 11, 2017",Assistant Professor,73944.00,Chemistry,Assistant Professor-Analytical Chemistry
NCA&T,54,"AUG 15, 2007",Associate Professor,72629.00,Visual and Performing Arts,Interim Chairperson/Associate Professor
NCA&T,69,"MAY 27, 1988",Associate Professor,64009.00,Accounting and Finance,Associate Professor
NCA&T,39,"JAN 03, 2023",Assistant Professor,68000.00,Psychology,Assistant Professor
NCA&T,47,"JUN 07, 2010",Lecturer,68310.00,Computer Systems Technology,Associate Professor
NCA&T,68,"JAN 01, 1989",Professor,161385.00,Electrical & Computer Engineering,Professor
NCA&T,70,"AUG 10, 1998",Professor,80992.00,Visual and Performing Arts,Professor
NCA&T,68,"JAN 08, 2014",Associate Professor,90108.71,School of Nursing,Associate Professor
NCA&T,42,"AUG 12, 2009",Associate Professor,73600.00,Family and Consumer Sciences,Assistant Professor
NCA&T,67,"AUG 11, 2003",Professor,35668.50,Liberal Studies Department,Professor
NCA&T,61,"NOV 01, 1999",Professor,119314.00,Family and Consumer Sciences,Research Professor
NCA&T,69,"AUG 12, 1994",Professor,78132.00,Liberal Studies Department,Associate Professor
NCA&T,72,"AUG 16, 1990",Professor,57908.50,Chemical Biological & Bioengineerin,Professor
NCA&T,55,"JAN 01, 2002",Professor,100149.00,Natural Resources & Environ Design,Research Professor
NCA&T,38,"NOV 16, 2020",Associate Professor,95479.00,Masters of Computational Science,Associate Professor
NCA&T,54,"AUG 12, 2002",Lecturer,61231.00,English,Teaching Assistant Professor/Student Success Coordinator
NCA&T,67,"SEP 15, 1981",Professor,138425.00,Electrical & Computer Engineering,Professor
NCA&T,76,"JAN 06, 2009",Professor,125650.00,Natural Resources & Environ Design,Research Professor
NCA&T,52,"APR 01, 2016",Assistant Professor,74261.00,Leadership Studies & Adult Ed,Assistant Professor
NCA&T,44,"AUG 16, 2019",Assistant Professor,63653.00,Family and Consumer Sciences,Professor/Interim Chair
NCA&T,71,"AUG 08, 2005",Associate Professor,76126.00,Educator Preparation,Associate Professor
NCA&T,54,"JUL 01, 2010",Associate Professor,152000.00,College of Business & Economics,Associate Professor
NCA&T,49,"AUG 11, 2010",Professor,103373.00,Civil Architect & Environ Engineer,"Professor/Interim Department Chair, Civil, Architectural and Environmental Engineering"
NCA&T,52,"AUG 12, 2002",Associate Professor,97266.00,Industrial & Systems Engineering,Associate Professor
NCA&T,32,"AUG 12, 2022",Associate Professor,80000.00,Department of Built Environment,Associate Professor
NCA&T,36,"JUN 01, 2009",Associate Professor,111517.00,Marketing & Supply Chain Management,Associate Professor
NCA&T,45,"AUG 12, 2016",Associate Professor,123590.00,Marketing & Supply Chain Management,Assocaite Professor
NCA&T,43,"AUG 15, 2017",Assistant Professor,79221.00,School of Nursing,Assistant Professor-Clinical-Adult Health
NCA&T,71,"AUG 15, 1985",Professor,118236.00,Chemical Biological & Bioengineerin,Professor/Director
NCA&T,75,"AUG 15, 2014",Professor,104559.00,Journalism and Mass Comm,Professor
NCA&T,49,"AUG 16, 2013",Associate Professor,84804.00,Family and Consumer Sciences,Associate Professor
NCA&T,43,"AUG 27, 2013",Associate Professor,99166.00,Electrical & Computer Engineering,Associate Professor
NCA&T,68,"AUG 14, 1992",Associate Professor,74756.00,Physics,Associate Professor
NCA&T,70,"SEP 01, 1985",Professor,153827.00,Mechanical Engineering,Professor
NCA&T,64,"SEP 15, 1992",Associate Professor,122001.00,Electrical & Computer Engineering,Associate Professor
NCA&T,46,"JAN 06, 2021",Assistant Professor,76914.00,Speech Communication,Assistant Professor
NCA&T,63,"AUG 12, 1994",Associate Professor,72684.00,Psychology,Associate Professor
NCA&T,38,"SEP 01, 2011",Assistant Professor,85000.00,Chemical Biological & Bioengineerin,Professor
NCA&T,71,"AUG 11, 2017",Assistant Professor,128376.00,Accounting and Finance,Assistant Professor
NCA&T,40,"AUG 16, 2019",Assistant Professor,95479.00,Computer Science,Assistant Professor
NCA&T,48,"JAN 04, 2017",Assistant Professor,88053.00,Industrial & Systems Engineering,Assistant Professor
NCA&T,52,"AUG 16, 2013",Associate Professor,76788.00,Mathematics,Associate Professor
NCA&T,47,"AUG 17, 2011",Associate Professor,72718.64,Counseling,Assistant Professor 9/10
NCA&T,37,"JAN 09, 2019",Assistant Professor,72140.00,Psychology,Assistant Professor in Health Psychology
NCA&T,61,"JAN 08, 2007",Professor,105699.00,Mechanical Engineering,Professor
NCA&T,72,"JUN 27, 2013",Professor,133500.00,Chemical Biological & Bioengineerin,Professor
NCA&T,37,"AUG 16, 2019",Assistant Professor,85931.00,Applied Engineering Technology,Assistant Professor
NCA&T,68,"JUL 01, 2006",Professor,105278.00,Chemistry,Professor
NCA&T,72,"MAY 25, 1988",Professor,81699.00,English,Professor
NCA&T,61,"MAY 01, 2000",Professor,102485.00,Mechanical Engineering,Professor
NCA&T,34,"FEB 03, 2020",Assistant Professor,86992.00,Graphic Design Technology,Assistant Professor
NCA&T,66,"AUG 16, 1993",Professor,90723.00,Mathematics,Professor
NCA&T,59,"JAN 02, 2007",Professor,127456.00,Economics,Professor
NCA&T,64,"AUG 11, 1995",Associate Professor,85850.00,Kinesiology,Associate Professor/Interim Chair of Kinesiology
NCA&T,63,"OCT 04, 2021",Associate Professor,119025.00,School of Nursing,Clinical Assistant Professor/Interim Director of Nursing
NCA&T,49,"AUG 12, 2009",Professor,129595.37,Marketing & Supply Chain Management,Associate Professor
NCA&T,46,"AUG 10, 2012",Professor,78525.37,Psychology,Professor/Interim Associate Dean Academic and Faculty
NCA&T,48,"AUG 10, 2012",Associate Professor,68110.00,Kinesiology,Associate Professor
NCA&T,47,"JUL 01, 2010",Professor,92059.00,Family and Consumer Sciences,Associate Research Professor
NCA&T,56,"JAN 07, 2010",Lecturer,67896.00,Computer Science,Associate Professor
NCA&T,39,"AUG 16, 2019",Assistant Professor,95479.00,Economics,Associate Professor
NCA&T,45,"AUG 29, 2008",Associate Professor,89721.00,Industrial & Systems Engineering,Associate Professor
NCA&T,58,"AUG 01, 2016",Professor,179629.00,Agribusiness Econ Agriscience,Distinguished Professor (12)
NCA&T,39,"AUG 16, 2013",Associate Professor,96965.00,Electrical & Computer Engineering,Assistant Professor
NCA&T,74,"JAN 03, 2008",Professor,117403.00,Physics,Professor
NCA&T,53,"AUG 15, 2007",Associate Professor,69866.00,Mathematics,Associate Professor
NCA&T,60,"AUG 13, 2021",Professor,131445.00,Transportation Institute,Endowed Professor and Director Transportation Institute
NCA&T,73,"AUG 16, 1989",Associate Professor,89482.00,Business Info Systems & Analytics,Associate Professor
NCA&T,60,"JAN 02, 2001",Professor,105317.00,Chemical Biological & Bioengineerin,"Professor/Interim Chair of Chemical, Biological, and Bio-engineering"
NCA&T,44,"AUG 16, 2019",Associate Professor,93888.00,Applied Engineering Technology,Assistant Professor
NCA&T,60,"AUG 16, 1993",Associate Professor,74341.00,Visual and Performing Arts,Associate Professor
NCA&T,44,"AUG 12, 2009",Professor,73568.75,Mathematics,Associate Professor
NCA&T,57,"JUL 06, 2020",Associate Professor,89114.00,Kinesiology,Associate Professor
NCA&T,33,"AUG 16, 2019",Assistant Professor,93357.00,Electrical & Computer Engineering,Assistant Professor
NCA&T,41,"JAN 06, 2016",Associate Professor,73319.00,Psychology,Associate Professor
NCA&T,33,"AUG 16, 2019",Assistant Professor,118818.00,Marketing & Supply Chain Management,Assistant Professor
NCA&T,38,"MAY 17, 2010",Assistant Professor,69534.00,Chemistry,Assistant Professor
NCA&T,72,"AUG 16, 1990",Associate Professor,133613.00,Accounting and Finance,Associate Professor
NCA&T,65,"AUG 12, 2022",Assistant Professor,78000.00,Journalism and Mass Comm,Assistant Professor
NCA&T,39,"JAN 03, 2023",Assistant Professor,78000.00,Natural Resources & Environ Design,Professor/Agricultural Engineering - CBBE
NCA&T,50,"AUG 12, 2009",Professor,119167.00,Management,Associate Professor
NCA&T,52,"AUG 10, 2018",Assistant Professor,132609.00,Accounting and Finance,Assistant Professor
NCA&T,52,"AUG 15, 1997",Associate Professor,131093.00,Marketing & Supply Chain Management,Associate Professor
NCA&T,48,"JAN 03, 2001",Associate Professor,76177.00,Speech Communication,Associate Professor / Interim Chair
NCA&T,59,"AUG 27, 2012",Professor,98854.84,Civil Architect & Environ Engineer,Associate Professor
NCA&T,51,"AUG 10, 2018",Associate Professor,116696.00,Management,Associate Professor
NCA&T,56,"AUG 14, 2000",Associate Professor,81914.00,Graphic Design Technology,Associate Professor
NCA&T,60,"AUG 12, 2011",Professor,81184.28,Physics,Associate Professor
NCA&T,50,"JAN 05, 2022",Professor,76590.00,Physics,Professor
NCA&T,54,"AUG 12, 2002",Associate Professor,72303.00,Kinesiology,Associate Professor
NCA&T,66,"AUG 11, 2003",Professor,74733.00,English,Professor
NCA&T,60,"AUG 11, 2003",Professor,114652.00,JSNN: Nanoengineering,Professor
NCA&T,61,"AUG 14, 2020",Associate Professor,81687.00,Sociology & Social Work,Associate Professor/Interim JMSW Program Co-Director
NCA&T,50,"AUG 13, 2021",Associate Professor,83835.00,College of Health & Human Sciences,Assistant Professor
NCA&T,50,"AUG 13, 2001",Professor,121751.00,Management,Interim Associate Dean for Research & Operations/Professor
NCA&T,34,"AUG 10, 2018",Assistant Professor,72140.00,Mathematics,Assistant Professor
NCA&T,70,"AUG 15, 2007",Professor,93035.00,Biology,Professor
NCA&T,43,"AUG 15, 2011",Associate Professor,101523.00,Economics,Associate Professor
NCA&T,60,"JAN 01, 2007",Assistant Professor,84545.00,Department of Built Environment,Assistant Professor
NCA&T,56,"AUG 11, 2005",Lecturer,65617.00,Mathematics,Student Success Coordinator/Teaching Associate Professor
NCA&T,37,"AUG 13, 2021",Assistant Professor,78505.00,Agribusiness Econ Agriscience,Professor
NCA&T,35,"JAN 06, 2021",Assistant Professor,95479.00,Electrical & Computer Engineering,Assistant Professor- Electrical Engineering
NCA&T,38,"AUG 11, 2017",Assistant Professor,81555.00,Department of Built Environment,Assistant Professor
NCA&T,34,"AUG 12, 2022",Associate Professor,93000.00,Computer Science,Associate Professor
NCA&T,51,"JUL 02, 2001",Associate Professor,83148.00,Department of Built Environment,Assistant Professor
NCA&T,36,"SEP 21, 2015",Associate Professor,137273.66,Accounting and Finance,Associate Professor of Finance
NCA&T,67,"AUG 01, 2006",Professor,103576.00,Leadership Studies & Adult Ed,Professor
NCA&T,73,"AUG 01, 1998",Associate Professor,80532.00,Industrial & Systems Engineering,Teaching Associate Professor- NTTF
NCA&T,32,"AUG 20, 2012",Assistant Professor,110000.00,Management,Assistant Professor
NCA&T,30,"AUG 14, 2020",Assistant Professor,83809.00,Civil Architect & Environ Engineer,Assistant Professor
NCA&T,34,"AUG 16, 2019",Assistant Professor,118818.00,Marketing & Supply Chain Management,Assistant Professor 9/10
NCA&T,50,"AUG 16, 2013",Associate Professor,74214.00,Mathematics,Associate  Professor
NCA&T,41,"AUG 11, 2017",Assistant Professor,86223.00,Computational Science & Engineering,Assistant Professor
NCA&T,55,"AUG 15, 2014",Associate Professor,79189.00,Sociology & Social Work,Associate Professor
NCA&T,43,"AUG 13, 2021",Assistant Professor,97290.00,Computer Systems Technology,Assistant Professor
